service_week,total_metric,num_data_points,prev_total_metric,prev_num_data_points,rolling_mean,rolling_std,z_score,is_outlier_z,is_outlier_metric,is_outlier_count,is_outlier
2017-01,4419.6,118,4419.6,118,3800.305000000001,446.76725973001413,1.3861691664117135,False,False,False,False
2017-02,3403.2200000000025,126,4419.6,118,3741.320000000001,408.77486395325167,0.8271056510917568,False,False,False,False
2017-03,3560.920000000002,118,3403.2200000000025,126,3703.945000000001,376.90695837301746,0.37947030911127444,False,False,False,False
2017-04,3817.48,107,3560.920000000002,118,3747.947142857144,363.22954095696724,0.19142952128745935,False,False,False,False
2017-05,3505.3800000000015,121,3817.48,107,3588.425714285716,245.081445636421,0.33884945500490066,False,False,False,False
2017-06,3517.0700000000015,131,3505.3800000000015,121,3651.962857142858,246.71102560919886,0.546764607742066,False,False,False,False
2017-07,4011.960000000002,124,3517.0700000000015,131,3772.018571428572,369.12886139434437,0.6500207750352462,False,False,False,False
2017-08,3302.9500000000016,93,4011.960000000002,124,3865.6957142857145,455.65439208743584,1.2350275209850874,False,False,False,False
2017-09,3847.9800000000014,105,3302.9500000000016,93,3935.5414285714296,427.8411371614684,0.20465874121492508,False,False,False,False
2017-10,4401.309999999999,118,3847.9800000000014,105,3885.67142857143,499.1511667630875,1.0330308847566139,False,False,False,False
2017-11,4473.22,133,4401.309999999999,118,3690.837142857144,676.359527980848,1.1567558743180895,False,False,False,False
2017-12,3994.3000000000034,140,4473.22,133,3665.5514285714303,696.2924126741714,0.4721415391645382,False,False,False,False
2017-13,3167.980000000002,110,3994.3000000000034,140,3712.787142857144,721.4903200485844,0.7551135860290618,False,False,False,False
2017-14,2648.120000000001,113,3167.980000000002,110,3536.0257142857154,674.7472401291501,1.3159086269337905,False,False,False,False
2017-15,3125.950000000002,117,2648.120000000001,113,3437.427142857145,554.7265495032756,0.5614967286783951,False,False,False,False
2017-16,4178.630000000002,108,3125.950000000002,117,3438.6842857142874,556.20688713395,1.3303425962568407,False,False,False,False
2017-17,3163.9800000000014,115,4178.630000000002,108,3507.524285714287,546.8604880850066,0.6282119355839867,False,False,False,False
2017-18,3783.0300000000025,114,3163.9800000000014,115,3690.340000000001,407.9355402511528,0.22721727051027513,False,False,False,False
2017-19,4003.100000000002,125,3783.0300000000025,114,3664.9942857142864,451.9803825704957,0.7480539583661713,False,False,False,False
2017-20,3649.8600000000006,119,4003.100000000002,125,3632.417142857144,415.5381993557386,0.041976543119021256,False,False,False,False
2017-21,3927.8299999999995,114,3649.8600000000006,119,3755.875714285715,380.0308400580643,0.4524745562439407,False,False,False,False
2017-22,2948.5300000000007,78,3927.8299999999995,114,3555.9357142857148,641.5506731313108,0.9467774561299417,False,False,False,False
2017-23,3950.5900000000006,100,2948.5300000000007,78,3481.9885714285715,610.499229604443,0.7675708761746466,False,False,False,False
2017-24,4028.1899999999996,95,3950.5900000000006,100,3391.1914285714292,628.3732302920123,1.013726461791744,False,False,False,False
2017-25,2383.450000000001,94,4028.1899999999996,95,3285.724285714287,583.6563698460801,1.5458998347816035,False,False,False,False
2017-26,3485.4700000000003,103,2383.450000000001,94,3398.475714285715,583.8952217038354,0.1489895489475516,False,False,False,False
2017-27,3014.280000000001,69,3485.4700000000003,103,3405.2442857142864,591.5860459774536,0.6608747592555381,False,False,False,False
2017-28,3189.560000000001,103,3014.280000000001,69,3251.8700000000013,540.0963721102623,0.11536829946948732,False,False,False,False
2017-29,3737.790000000002,114,3189.560000000001,103,3337.4200000000014,411.8065116046616,0.9722284342709947,False,False,False,False
2017-30,3997.970000000002,109,3737.790000000002,114,3358.54142857143,424.26855140852257,1.5071316723941548,False,False,False,False
2017-31,2954.57,93,3997.970000000002,109,3391.818571428573,401.2787422490167,1.0896380131625176,False,False,False,False
2017-32,2982.3000000000015,94,2954.57,93,3399.445714285716,397.2811520345574,1.0500012702576664,False,False,False,False
2017-33,3633.320000000002,109,2982.3000000000015,94,3156.254285714287,616.3071256783467,0.7740713913710249,False,False,False,False
2017-34,3247.220000000002,92,3633.320000000002,109,3069.6971428571446,512.1337021948566,0.3466338114091026,False,False,False,False
2017-35,3242.9500000000007,83,3247.220000000002,92,3198.472857142858,586.3191971305474,0.07585824082652279,False,False,False,False
2017-36,2035.4500000000005,80,3242.9500000000007,83,3101.578571428573,677.0254942375651,1.5747244092029316,False,False,False,False
2017-37,3392.0700000000024,109,2035.4500000000005,80,2841.442857142858,780.5763665333947,0.705410984068767,False,False,False,False
2017-38,3856.0,107,3392.0700000000024,109,2627.4771428571435,852.7503509569158,1.4406594565036142,False,False,False,False
2017-39,2304.040000000001,74,3856.0,107,2572.4357142857157,818.1350096582909,0.3280579746829502,False,False,False,False
2017-40,1812.3700000000008,43,2304.040000000001,74,2529.7800000000016,857.6290876013943,0.8365038107632795,False,False,False,False
2017-41,1749.4600000000005,58,1812.3700000000008,43,2408.458571428572,771.0122875896891,0.8547186368309504,False,False,False,False
2017-42,2857.6600000000017,53,1749.4600000000005,58,2098.074285714287,469.548562481637,1.6176936210201271,False,False,False,False
2017-43,1736.8600000000008,61,2857.6600000000017,53,1951.5742857142868,548.0015108208235,0.391813309771129,False,False,False,False
2017-44,2542.8200000000006,58,1736.8600000000008,61,1893.0300000000009,585.9295683214269,1.1089899454323844,False,False,False,False
2017-45,1683.3100000000006,57,2542.8200000000006,58,1893.4342857142867,585.8149612251622,0.35868712754422694,False,False,False,False
2017-46,1278.5400000000004,52,1683.3100000000006,57,1640.472857142858,471.14515759350604,0.7681981896864266,False,False,False,False
