service_week,total_metric,num_data_points,prev_total_metric,prev_num_data_points,rolling_mean,rolling_std,z_score,is_outlier_z,is_outlier_metric,is_outlier_count,is_outlier
2017-01,314.14,1,314.14,1,663.4975,469.3156942737657,0.7443976501587212,False,False,False,False
2017-02,299.21,3,314.14,1,626.566,414.7440103606079,0.7892965101904028,False,False,False,False
2017-03,1295.43,3,299.21,3,647.8733333333333,374.61191922664005,1.7286066818255594,False,True,False,True
2017-04,745.21,5,1295.43,3,695.092857142857,364.07809467724036,0.13765492511042843,False,False,False,False
2017-05,478.84000000000003,4,745.21,5,731.49,330.86714367955403,0.7635995438842739,False,False,False,False
2017-06,754.4100000000001,3,478.84000000000003,4,727.5985714285715,336.9038018202709,0.07958185222775176,False,False,False,False
2017-07,978.4100000000001,2,754.4100000000001,3,696.7585714285715,281.60390849729407,1.000168747921107,False,False,False,False
2017-08,568.9200000000001,2,978.4100000000001,2,630.2257142857143,320.57034729042675,0.19123950422704922,False,False,False,False
2017-09,271.97,3,568.9200000000001,2,632.7728571428571,319.23506598922194,1.1302106052316903,False,False,False,False
2017-10,1079.5500000000002,4,271.97,3,599.6785714285714,316.5198720685413,1.5160862584561965,False,True,False,True
2017-11,279.47999999999996,5,1079.5500000000002,4,540.4842857142858,269.0765480835732,0.9700001266302101,False,True,False,True
2017-12,496.66999999999996,4,279.47999999999996,5,626.3900000000001,360.22295193393774,0.36011031308129926,False,False,False,False
2017-13,522.75,2,496.66999999999996,4,738.5628571428572,353.6596030891044,0.6102276179065982,False,False,False,False
2017-14,564.0500000000001,4,522.75,2,657.0514285714287,326.69622655858615,0.28467249086744734,False,False,False,False
2017-15,1170.26,5,564.0500000000001,4,627.3814285714286,372.86975842459935,1.455946906829535,False,True,False,True
2017-16,1057.18,6,1170.26,5,622.667142857143,375.00033852048216,1.158699906397883,False,False,False,False
2017-17,508.97,3,1057.18,6,557.5771428571428,430.64752778865017,0.11286989874698133,False,False,False,False
2017-18,71.79,1,508.97,3,599.8742857142857,445.66743104610873,1.1849290500648009,False,False,False,False
2017-19,463.66999999999996,4,71.79,1,580.4242857142857,418.7858302226068,0.27879234990406593,False,False,False,False
