service_week,total_metric,num_data_points,prev_total_metric,prev_num_data_points,rolling_mean,rolling_std,z_score,is_outlier_z,is_outlier_metric,is_outlier_count,is_outlier
2017-05,2.94,1,2.94,1,106.72,119.83482187299873,0.8660254037844386,False,False,False,False
2017-06,210.5,1,2.94,1,106.998,103.78186171003102,0.9973033658731911,False,False,False,False
2017-08,2.94,1,210.5,1,89.165,102.58964465285959,0.8404844396504747,False,False,False,False
2017-09,210.5,1,2.94,1,76.84714285714287,99.15965186073849,1.347855247924443,False,False,False,False
2017-18,108.11,2,210.5,1,89.99000000000001,93.67653761748456,0.19343157273799502,False,False,False,False
2017-45,0.0,1,108.11,2,60.33857142857143,81.19149594807152,0.7431636863442298,False,False,False,False
2017-48,2.94,1,0.0,1,86.96714285714286,89.38266138990748,0.9400832504930388,False,False,False,False
2018-11,94.94,2,2.94,1,66.37833333333333,77.62963310918497,0.36792221633322797,False,False,False,False
2018-23,2.94,1,94.94,2,58.032,83.72867083621954,0.6579824981070663,False,False,False,False
2018-24,189.34,1,2.94,1,72.53999999999999,89.12971820143193,1.3104495600001071,False,False,False,False
