service_week,total_metric,num_data_points,prev_total_metric,prev_num_data_points,rolling_mean,rolling_std,z_score,is_outlier_z,is_outlier_metric,is_outlier_count,is_outlier
2017-02,10.45,1,10.45,1,11.92,8.699590028654608,0.16897347980285643,False,False,False,False
2017-07,10.45,1,10.45,1,14.303999999999998,9.22927028534759,0.4175844764367361,False,False,False,False
2017-08,2.94,1,10.45,1,22.233333333333334,21.104253283797245,0.9141917069459055,False,False,False,False
2017-09,23.84,2,2.94,1,29.419999999999998,27.068342517905798,0.20614487186678718,False,False,False,False
2017-10,23.839999999999996,3,23.84,2,31.33285714285714,25.954554330140024,0.28869141991607916,False,False,False,False
2017-11,61.88,6,23.839999999999996,3,37.07142857142857,24.990715228241218,0.9927115411461314,False,False,False,False
2017-12,72.53999999999999,6,61.88,6,39.637142857142855,21.59357752842707,1.5237334850856399,False,False,False,False
2017-13,23.839999999999996,3,72.53999999999999,6,43.04285714285714,20.541182791557805,0.9348467095453383,False,False,False,False
2017-14,50.61999999999999,5,23.839999999999996,3,44.11571428571428,19.542932104423205,0.3328203608103195,False,False,False,False
2017-15,20.9,2,50.61999999999999,5,38.68142857142857,19.062929495551856,0.9327752366485795,False,False,False,False
2017-16,47.67999999999999,6,20.9,2,31.304285714285708,12.709526423307905,1.2884598324358478,False,False,False,False
2017-17,31.349999999999998,2,47.67999999999999,6,29.39142857142857,14.847922894658167,0.13190878229008468,False,False,False,False
2017-18,23.839999999999996,3,31.349999999999998,2,26.638571428571424,11.711113565856191,0.23896714969366165,False,False,False,False
2017-19,20.9,4,23.839999999999996,3,25.14571428571428,13.143055019214337,0.3230386146529334,False,False,False,False
2017-20,10.45,1,20.9,4,23.232857142857142,9.888125394103971,1.292748284773899,False,False,False,False
2017-21,31.349999999999998,3,10.45,1,20.247142857142855,10.179735940068573,1.0906822346103362,False,False,False,False
2017-22,10.45,1,31.349999999999998,3,21.32,10.98536754050587,0.989498071859637,False,False,False,False
2017-23,34.29,3,10.45,1,21.32,10.98536754050587,1.1806614528076809,False,False,False,False
2017-24,10.45,1,34.29,3,24.725714285714282,10.746639563359418,1.3283886745757454,False,False,False,False
2017-25,31.349999999999998,3,10.45,1,22.124285714285712,11.074875254591444,0.8330309889395342,False,False,False,False
2017-26,20.9,2,31.349999999999998,3,25.109999999999992,10.18447020386104,0.4133744726754602,False,False,False,False
2017-27,34.29,3,20.9,2,21.70428571428571,10.581363896245222,1.1894226877671514,False,False,False,False
2017-28,13.139999999999999,3,34.29,3,25.109999999999996,10.18447020386104,1.1753188688658587,False,False,False,False
2017-29,31.349999999999998,3,13.139999999999999,3,22.124285714285712,11.074875254591444,0.8330309889395342,False,False,False,False
2017-30,10.45,1,31.349999999999998,3,23.617142857142856,11.5753455157729,1.1375161837891514,False,False,False,False
2017-31,34.28999999999999,4,10.45,1,26.93142857142857,17.129413716928966,0.42958688196660005,False,False,False,False
2017-32,10.45,1,34.28999999999999,4,26.967142857142854,17.09609479216985,0.9661354278819183,False,False,False,False
2017-33,31.349999999999998,3,10.45,1,26.96714285714285,17.09609479216985,0.256365982766107,False,False,False,False
2017-34,57.489999999999995,5,31.349999999999998,3,30.518571428571423,15.610666682935557,1.72775635526904,False,False,False,False
2017-35,13.389999999999999,2,57.489999999999995,5,30.25714285714286,15.55219460857075,1.084550655497035,False,False,False,False
2017-36,31.349999999999998,2,13.389999999999999,2,33.66285714285714,12.870983793382841,0.1796954436417065,False,False,False,False
2017-37,35.31,3,31.349999999999998,2,39.33428571428571,18.97922887188593,0.212036313037297,False,False,False,False
2017-38,32.46,4,35.31,3,34.107142857142854,18.166812887135446,0.09066768438558931,False,False,False,False
2017-40,34.28999999999999,4,32.46,4,32.19428571428571,21.16869769033423,0.0990006242411028,False,False,False,False
2017-41,71.05,5,34.28999999999999,4,29.208571428571428,22.724371226043804,1.8412579232764517,False,False,False,False
2017-42,20.9,2,71.05,5,27.57,22.624404227883364,0.29481439302519113,False,False,False,False
2017-43,0.0,1,20.9,2,23.35285714285714,24.253579608163488,0.9628622875526722,False,False,False,False
2017-44,10.45,1,0.0,1,19.947142857142854,24.135337656836782,0.3934953383365081,False,False,False,False
2017-45,23.839999999999996,3,10.45,1,11.709999999999999,8.675901490143065,1.3981256027147415,False,False,False,False
2017-46,2.94,1,23.839999999999996,3,12.549999999999999,9.910745010677383,0.9696546515571357,False,False,False,False
2017-48,10.45,1,2.94,1,18.207142857142856,12.513421746649627,0.6199058110720013,False,False,False,False
2017-49,13.389999999999999,2,10.45,1,22.68857142857143,14.69878501619712,0.632608165799078,False,False,False,False
2017-50,26.779999999999998,4,13.389999999999999,2,20.625714285714285,15.5016040644647,0.3970096055022827,False,False,False,False
2018-02,39.6,3,26.779999999999998,4,23.31142857142857,13.414942450580282,1.2142110552152867,False,False,False,False
2018-04,41.81999999999999,5,39.6,3,29.525714285714283,16.24165617288136,0.7569601020623401,False,False,False,False
2018-05,9.4,1,41.81999999999999,5,29.375714285714285,16.419390830298642,1.2165928987361194,False,False,False,False
2018-06,21.740000000000002,3,9.4,1,28.655714285714286,16.660912197058572,0.4150861731889584,False,False,False,False
2018-07,53.949999999999996,4,21.740000000000002,3,34.25,25.288685875967012,0.7790044961854582,False,False,False,False
2018-08,12.34,2,53.949999999999996,4,31.868571428571432,25.241871581805913,0.7736578234811807,False,False,False,False
2018-09,21.740000000000002,3,12.34,2,37.28571428571429,23.63403044844648,0.6577682261865812,False,False,False,False
2018-10,78.76,9,21.740000000000002,3,39.111428571428576,22.70848477887463,1.7459804920782698,False,False,False,False
2018-11,25.15,3,78.76,9,35.85285714285714,21.84446590045613,0.4899573737178741,False,False,False,False
2018-12,47.32,4,25.15,3,45.60142857142857,24.64922069665451,0.06972112626687144,False,False,False,False
2018-13,34.519999999999996,3,47.32,4,47.42714285714285,23.005804133077458,0.5610385441204866,False,False,False,False
2018-14,31.14,3,34.519999999999996,3,43.29,18.617523107724793,0.6526109799728791,False,False,False,False
2018-15,80.58,7,31.14,3,49.07714285714285,18.332999131153013,1.7183689868464989,False,False,False,False
2018-16,34.519999999999996,3,80.58,7,49.431428571428576,18.317339170461256,0.8140608432623726,False,False,False,False
2018-17,49.8,5,34.519999999999996,3,52.95714285714286,17.316702644446792,0.18231778427836628,False,False,False,False
2018-18,65.66,6,49.8,5,54.71999999999999,15.22762839928354,0.7184309803957871,False,False,False,False
2018-19,49.8,6,65.66,6,48.559999999999995,11.216303609775666,0.11055335546723871,False,False,False,False
2018-20,59.199999999999996,7,49.8,6,49.839999999999996,9.764295502834118,0.9585945035443908,False,False,False,False
2018-21,43.480000000000004,3,59.199999999999996,7,49.839999999999996,9.76429550283412,0.6513526754852903,False,False,False,False
2018-22,37.46,5,43.480000000000004,3,43.98571428571429,10.915534583248556,0.5978373515236648,False,False,False,False
2018-23,43.48,6,37.46,5,40.39714285714286,12.67315497983265,0.2432588528873057,False,False,False,False
2018-24,49.8,7,43.48,6,36.388571428571424,9.860019318053128,1.3601827885745639,False,False,False,False
2018-25,24.68,4,49.8,7,37.24,10.788086021162417,1.1642472979323408,False,False,False,False
2018-26,24.68,2,24.68,4,36.33714285714286,11.0283902032976,1.057012187840185,False,False,False,False
2018-27,31.14,4,24.68,2,36.33714285714286,11.0283902032976,0.47125126707874915,False,False,False,False
2018-28,49.44,6,31.14,4,30.062857142857144,14.145521923074826,1.3698429059400041,False,False,False,False
2018-29,31.14,4,49.44,6,28.3,15.620209132189407,0.1818157475335883,False,False,False,False
2018-30,43.480000000000004,6,31.14,4,26.117142857142856,17.198338790210443,1.0095659444004181,False,False,False,False
2018-31,5.88,2,43.480000000000004,6,23.011428571428574,18.080434571262778,0.9475119917005446,False,False,False,False
2018-32,12.34,2,5.88,2,17.291428571428575,14.254738894570497,0.34735315799537586,False,False,False,False
2018-33,9.4,1,12.34,2,15.025714285714288,12.880956042601365,0.43674664109622646,False,False,False,False
2018-34,9.4,1,9.4,1,13.262857142857143,8.404208696214285,0.45963365290978375,False,False,False,False
2018-35,9.4,1,9.4,1,12.842857142857143,8.893858769371358,0.3871049936967341,False,False,False,False
2018-36,15.280000000000001,2,9.4,1,16.368571428571432,12.727077994799682,0.08553192091823622,False,False,False,False
2018-37,31.14,2,15.280000000000001,2,16.368571428571432,12.727077994799684,1.1606300030112342,False,False,False,False
2018-39,2.94,1,31.14,2,16.368571428571432,12.727077994799682,1.055118184555668,False,False,False,False
2018-40,37.02,6,2.94,1,16.78857142857143,12.505363420777275,1.617820121709912,False,False,False,False
2018-41,9.4,1,37.02,6,15.94857142857143,12.817180434312153,0.5109213732406089,False,False,False,False
2018-42,9.4,1,9.4,1,16.368571428571432,13.431400309934714,0.5188268734286056,False,False,False,False
2018-43,12.34,2,9.4,1,22.222857142857144,15.390804304611803,0.642127399404057,False,False,False,False
2018-47,9.4,1,12.34,2,18.697142857142858,14.218309456806876,0.6538852516458588,False,False,False,False
2018-49,34.080000000000005,5,9.4,1,20.942857142857143,13.738483315472775,0.956229487307914,False,False,False,False
2018-50,43.92,4,34.080000000000005,5,22.86666666666667,13.978782016565917,1.5060921122014446,False,False,False,False
2018-51,12.34,2,43.92,4,24.972,14.526345720792964,0.8695924111126309,False,False,False,False
2018-52,25.119999999999997,3,12.34,2,28.865000000000002,13.428202907810611,0.27889063232889477,False,False,False,False
