service_week,total_metric,num_data_points,prev_total_metric,prev_num_data_points,rolling_mean,rolling_std,z_score,is_outlier_z,is_outlier_metric,is_outlier_count,is_outlier
2017-01,152.51999999999998,5,152.51999999999998,5,74.2825,57.545883359860476,1.3595672780057169,False,False,False,False
2017-02,78.83000000000001,8,152.51999999999998,5,63.91799999999999,54.96144848891812,0.2713174490480673,False,False,False,False
2017-03,46.42,7,78.83000000000001,8,59.71833333333333,50.22381762338131,0.26478141174083886,False,False,False,False
2017-04,19.36,5,46.42,7,55.68142857142856,47.07550050311784,0.7715569284074414,False,False,False,False
2017-05,22.459999999999997,5,19.36,5,36.65857142857143,21.23311127191949,0.6686995253186873,False,False,False,False
2017-06,38.72,7,22.459999999999997,5,30.928571428571423,10.80940860018319,0.7208006339307529,False,False,False,False
2017-07,31.46,6,38.72,7,47.53285714285715,51.44850847021245,0.3124066687407075,False,False,False,False
2017-08,19.36,3,31.46,6,50.36857142857142,50.167993258840305,0.6180947136670107,False,False,False,False
2017-09,38.72,5,19.36,3,57.58857142857143,49.10763634730394,0.3842288660591854,False,False,False,False
2017-10,162.64999999999998,6,38.72,5,81.61857142857141,73.45532960663267,1.1031388601122254,False,False,False,False
2017-11,39.21000000000001,7,162.64999999999998,6,83.9885714285714,71.81661957805483,0.6235126589313108,False,False,False,False
2017-12,73.0,5,39.21000000000001,7,110.07285714285715,77.37471350820105,0.4791340150025595,False,False,False,False
2017-13,206.93,5,73.0,5,156.0957142857143,114.67878819513557,0.4432754000485853,False,False,False,False
2017-14,48.050000000000004,7,206.93,5,136.03428571428572,125.14649320658074,0.7030503489142843,False,False,False,False
2017-15,201.95,8,48.050000000000004,7,162.7757142857143,120.93742222834955,0.32392195064583296,False,False,False,False
2017-16,360.88,6,201.95,8,178.39571428571426,114.28790558018272,1.5967068850190576,False,False,False,False
2017-17,22.22,4,360.88,6,153.32857142857142,125.66338586724078,1.0433315203450215,False,False,False,False
2017-18,226.39999999999998,7,22.22,4,180.56285714285715,119.55387275398562,0.38340157287472504,False,False,False,False
2017-19,182.34,6,226.39999999999998,7,153.16714285714286,134.83199604375383,0.2163644980334665,False,False,False,False
2017-20,31.46,5,182.34,6,112.36571428571426,100.28961459312771,0.8067207618051637,False,False,False,False
2017-21,238.68999999999997,7,31.46,5,114.03142857142856,98.62587226966552,1.2639540574883492,False,False,False,False
2017-22,10.18,3,238.68999999999997,7,85.9,88.83034710427886,0.8524113939475156,False,False,False,False
2017-23,75.27000000000001,7,10.18,3,83.82571428571428,86.33759085843253,0.09909605075433539,False,False,False,False
2017-24,33.879999999999995,6,75.27000000000001,7,86.62714285714284,84.657063441134,0.6230684211462212,False,False,False,False
2017-25,29.480000000000004,6,33.879999999999995,6,55.294285714285714,54.0531077913635,0.4775726460340596,False,False,False,False
2017-26,167.82,7,29.480000000000004,6,78.85142857142857,65.77635908353179,1.3525919139973528,False,False,False,False
2017-27,51.06999999999999,4,167.82,7,70.51857142857143,69.87288373147614,0.27834218927206383,False,False,False,False
2017-28,19.36,4,51.06999999999999,4,74.70285714285716,68.16937012918282,0.8118434575232385,False,False,False,False
2017-29,175.08,6,19.36,4,76.02285714285715,67.23074760709956,1.473390470622737,False,False,False,False
